Ticker,Entry,Exit,Days,Shares,P&L,R-Multiple,Return %,Exit Phases,Outcome
MCD,2009-09-16,2009-09-23,7,40,$-37.20,-1.01R,-1.65%,STOP,BIG_LOSS
MCD,2010-01-22,2010-01-29,7,39,$-37.47,-1.00R,-1.52%,STOP,BIG_LOSS
MCD,2010-09-09,2010-11-16,68,35,$69.61,+1.88R,+2.67%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
MCD,2010-11-18,2010-11-29,11,57,$-55.66,-1.00R,-1.24%,STOP,BIG_LOSS
MCD,2011-02-28,2011-03-02,2,113,$-112.03,-1.00R,-1.31%,STOP,BIG_LOSS
MCD,2011-04-20,2011-04-21,1,135,$-201.15,-1.79R,-1.90%,STOP,BIG_LOSS
MCD,2011-04-21,2011-06-02,42,54,$170.71,+2.29R,+4.11%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
MCD,2011-12-08,2011-12-27,19,22,$58.04,+1.59R,+2.72%,"TP1,TP2",WIN
MDLZ,2006-12-29,2007-01-05,7,51,$-37.05,-1.00R,-2.03%,STOP,BIG_LOSS
MKTX,2011-08-19,2011-09-16,28,21,$56.62,+1.57R,+10.04%,"PHASE3_EMA10_BREAK,TP1,TP2",WIN
MLCO,2007-08-24,2007-08-28,4,42,$10.08,+0.27R,+1.85%,"STOP_BE,TP1",SMALL_WIN
MLM,2011-09-06,2011-09-08,2,11,$3.44,+0.10R,+0.45%,"STOP_BE,TP1",SMALL_WIN
MRK,2006-07-24,2006-08-17,24,116,$134.83,+0.90R,+2.98%,"STOP_BE,TP1",SMALL_WIN
MRK,2007-02-28,2007-03-13,13,42,$-36.93,-1.00R,-1.99%,STOP,BIG_LOSS
MRK,2007-07-26,2007-07-27,1,25,$-46.25,-1.27R,-3.56%,STOP,BIG_LOSS
MRK,2007-10-23,2007-11-02,10,33,$20.55,+0.56R,+1.10%,"STOP_BE,TP1",SMALL_WIN
MRK,2009-03-13,2009-03-17,4,23,$-14.98,-0.41R,-2.41%,"STOP_BE,TP1",SMALL_LOSS
MRK,2010-05-04,2010-05-06,2,39,$-34.98,-0.95R,-2.50%,"STOP_BE,TP1",BIG_LOSS
MRK,2010-09-08,2010-10-04,26,54,$41.47,+1.12R,+2.14%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
MRK,2011-03-03,2011-03-07,4,133,$-20.73,-0.37R,-0.47%,"STOP_BE,TP1",SMALL_LOSS
MRK,2011-03-07,2011-03-11,4,85,$2.00,+0.05R,+0.07%,"STOP_BE,TP1",SMALL_WIN
MRK,2011-09-08,2011-09-09,1,51,$-47.43,-1.29R,-2.84%,STOP,BIG_LOSS
MRK,2011-11-11,2011-11-14,3,43,$-36.92,-1.00R,-2.39%,STOP,BIG_LOSS
MS,2007-06-12,2007-06-22,10,22,$-38.28,-1.06R,-2.43%,STOP,BIG_LOSS
MS,2009-09-16,2009-09-24,8,40,$56.17,+1.50R,+4.66%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
MS,2010-03-10,2010-03-12,2,146,$-0.73,-0.01R,-0.02%,"STOP_BE,TP1",SMALL_LOSS
MS,2010-09-09,2010-09-15,6,52,$4.68,+0.13R,+0.33%,"STOP_BE,TP1",SMALL_WIN
MS,2011-01-03,2011-01-07,4,208,$21.84,+0.19R,+0.37%,"STOP_BE,TP1",SMALL_WIN
MS,2011-01-07,2011-01-10,3,215,$-112.11,-1.00R,-1.85%,STOP,BIG_LOSS
MS,2011-01-21,2011-01-25,4,67,$-31.36,-0.56R,-1.56%,"STOP_BE,TP1",BIG_LOSS
MSFT,2006-01-30,2006-02-06,7,222,$-182.04,-1.22R,-2.95%,STOP,BIG_LOSS
MSFT,2006-07-21,2006-07-27,6,75,$4.81,+0.13R,+0.27%,"STOP_BE,TP1",SMALL_WIN
MSFT,2006-08-18,2007-02-05,171,145,$263.92,+3.54R,+7.10%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
MSFT,2007-09-18,2007-09-19,1,75,$-37.50,-1.00R,-1.74%,STOP,BIG_LOSS
MSFT,2007-09-19,2007-11-12,54,76,$144.83,+3.90R,+6.68%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
MSFT,2010-03-02,2010-03-31,29,218,$289.30,+2.57R,+4.66%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
MSFT,2010-10-29,2010-11-12,14,72,$-37.49,-1.00R,-1.95%,STOP,BIG_LOSS
MSFT,2011-01-27,2011-01-28,1,110,$-99.00,-1.77R,-3.12%,STOP,BIG_LOSS
MSFT,2011-06-17,2011-06-23,6,92,$9.66,+0.26R,+0.43%,"STOP_BE,TP1",SMALL_WIN
MSFT,2011-06-24,2011-08-02,39,98,$163.91,+4.41R,+6.88%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
NEM,2006-12-15,2006-12-19,4,107,$-62.80,-0.42R,-1.26%,"STOP_BE,TP1",SMALL_LOSS
NEM,2007-05-31,2007-06-06,6,115,$53.01,+0.35R,+1.16%,"STOP_BE,TP1",SMALL_WIN
NEM,2007-07-06,2007-07-10,4,56,$-10.36,-0.14R,-0.45%,"STOP_BE,TP1",SMALL_LOSS
NEM,2007-07-11,2007-08-06,26,64,$29.76,+0.53R,+1.18%,"STOP_BE,TP1",SMALL_WIN
NEM,2007-08-28,2007-08-30,2,29,$8.54,+0.23R,+0.73%,"STOP_BE,TP1",SMALL_WIN
NEM,2008-07-15,2008-07-16,1,20,$-36.99,-1.00R,-3.70%,STOP,BIG_LOSS
NEM,2009-03-18,2009-04-03,16,15,$62.40,+1.77R,+10.60%,"PHASE3_EMA10_BREAK,TP1,TP2",WIN
NEM,2009-11-03,2009-12-04,31,20,$86.53,+2.41R,+9.49%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
NEM,2010-02-25,2010-05-05,69,21,$79.09,+2.12R,+7.82%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
NEM,2010-05-06,2010-05-07,1,23,$-37.31,-1.00R,-3.02%,STOP,BIG_LOSS
NEM,2010-09-14,2010-09-27,13,22,$23.14,+0.64R,+1.70%,"STOP_BE,TP1",SMALL_WIN
NEM,2011-11-03,2011-11-17,14,14,$-43.26,-1.18R,-4.51%,STOP,BIG_LOSS
NFLX,2006-03-17,2006-04-28,42,8235,$408.80,+2.73R,+13.42%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
NFLX,2006-09-06,2006-09-08,2,4375,$-43.75,-0.58R,-3.33%,"STOP_BE,TP1",BIG_LOSS
NFLX,2007-02-21,2007-02-26,5,3181,$15.90,+0.42R,+1.51%,"STOP_BE,TP1",SMALL_WIN
NFLX,2007-03-21,2007-03-23,2,9999,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
NFLX,2007-09-04,2007-09-06,2,3088,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
NFLX,2007-09-17,2007-10-19,32,4038,$161.82,+4.32R,+15.41%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",BIG_WIN
NFLX,2007-10-22,2007-11-09,18,3088,$98.92,+2.64R,+9.71%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
NFLX,2008-01-03,2008-01-07,4,1810,$-37.49,-1.00R,-5.60%,STOP,BIG_LOSS
NFLX,2008-04-21,2008-04-22,1,1590,$-206.70,-5.52R,-23.21%,STOP,BIG_LOSS
NFLX,2008-05-20,2008-05-23,3,3281,$-56.25,-1.00R,-3.81%,STOP,BIG_LOSS
NFLX,2008-07-25,2008-08-18,24,2386,$92.44,+2.47R,+9.69%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
NFLX,2009-04-21,2009-04-23,2,1166,$-37.48,-1.00R,-4.80%,STOP,BIG_LOSS
NFLX,2009-04-23,2009-04-24,1,1117,$-44.68,-1.19R,-6.15%,STOP,BIG_LOSS
NFLX,2009-04-27,2009-05-06,9,990,$-49.50,-1.32R,-7.58%,STOP,BIG_LOSS
NFLX,2009-06-17,2009-07-07,20,1544,$-46.32,-1.24R,-5.17%,STOP,BIG_LOSS
NFLX,2009-07-13,2009-07-24,11,1418,$57.25,+1.53R,+6.73%,"RUNNER_STOP,TP1,TP2",WIN
NFLX,2010-02-22,2010-02-25,3,2128,$-56.24,-1.00R,-2.84%,STOP,BIG_LOSS
NFLX,2010-03-03,2010-05-05,63,3662,$526.35,+4.68R,+14.82%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",BIG_WIN
NFLX,2010-07-21,2010-07-22,1,490,$-112.70,-3.01R,-13.45%,STOP,BIG_LOSS
NFLX,2010-12-03,2010-12-14,11,1022,$-112.42,-1.00R,-4.15%,STOP,BIG_LOSS
NFLX,2011-03-15,2011-03-18,3,286,$-37.38,-1.00R,-4.22%,STOP,BIG_LOSS
NFLX,2011-07-25,2011-07-26,1,779,$-163.59,-1.46R,-5.22%,STOP,BIG_LOSS
NFLX,2011-12-12,2011-12-14,2,530,$-23.85,-0.64R,-4.21%,"STOP_BE,TP1",BIG_LOSS
NKE,2007-03-22,2007-03-23,1,424,$-149.91,-1.00R,-2.61%,STOP,BIG_LOSS
NKE,2007-03-23,2007-03-28,5,193,$-94.57,-1.26R,-3.60%,STOP,BIG_LOSS
NKE,2007-09-17,2007-11-05,49,113,$126.11,+3.38R,+7.93%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
NKE,2009-04-29,2009-05-12,13,64,$-36.98,-1.00R,-4.36%,STOP,BIG_LOSS
NKE,2009-06-10,2009-06-16,6,81,$-37.20,-1.00R,-3.22%,STOP,BIG_LOSS
NKE,2009-07-29,2009-09-01,34,110,$29.41,+0.79R,+1.97%,"STOP_BE,TP1",SMALL_WIN
NKE,2009-09-23,2009-10-26,33,116,$110.91,+2.96R,+6.56%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
NKE,2010-09-15,2010-10-27,42,107,$86.30,+2.32R,+4.21%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
NKE,2011-02-18,2011-02-22,4,357,$-139.23,-1.24R,-1.76%,STOP,BIG_LOSS
NKE,2011-03-07,2011-03-11,4,86,$-37.84,-1.01R,-1.98%,STOP,BIG_LOSS
NKE,2011-06-22,2011-07-26,34,80,$163.15,+4.35R,+9.95%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
NVDA,2006-02-16,2006-02-22,6,8749,$-74.99,-1.00R,-6.59%,STOP,BIG_LOSS
NVDA,2006-02-22,2006-03-07,13,17499,$78.12,+0.52R,+3.43%,"STOP_BE,TP1",SMALL_WIN
NVDA,2009-01-07,2009-01-08,1,2282,$-37.49,-1.00R,-7.47%,STOP,BIG_LOSS
NVDA,2010-02-18,2010-02-23,5,1875,$-37.50,-1.00R,-4.76%,STOP,BIG_LOSS
NVDA,2010-08-19,2010-08-23,4,3500,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
NVDA,2010-11-11,2010-11-16,5,12115,$60.57,+0.54R,+1.56%,"STOP_BE,TP1",SMALL_WIN
ORCL,2006-02-09,2006-02-15,6,405,$-115.42,-0.77R,-2.25%,"STOP_BE,TP1",BIG_LOSS
ORCL,2006-06-16,2006-07-12,26,92,$29.97,+0.80R,+2.30%,"STOP_BE,TP1",SMALL_WIN
ORCL,2008-06-25,2008-06-26,1,59,$-66.67,-1.80R,-5.01%,STOP,BIG_LOSS
ORCL,2009-04-20,2009-05-05,15,53,$27.13,+0.73R,+2.72%,"STOP_BE,TP1",SMALL_WIN
ORCL,2009-06-24,2009-07-06,12,50,$-37.21,-1.00R,-3.50%,STOP,BIG_LOSS
ORCL,2010-07-30,2010-08-11,12,69,$27.61,+0.74R,+1.69%,"STOP_BE,TP1",SMALL_WIN
ORCL,2010-09-07,2010-11-09,63,64,$128.98,+3.49R,+8.30%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
ORCL,2011-03-25,2011-05-16,52,53,$102.43,+1.83R,+5.92%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
ORCL,2011-06-23,2011-06-24,1,50,$-66.00,-1.79R,-4.07%,STOP,BIG_LOSS
OTEX,2007-08-28,2007-09-24,27,391,$149.14,+3.99R,+15.63%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",BIG_WIN
OTEX,2008-11-12,2008-11-20,8,150,$-34.50,-0.92R,-6.63%,"STOP_BE,TP1",BIG_LOSS
OTEX,2009-09-28,2009-10-01,3,286,$-37.38,-1.00R,-2.78%,STOP,BIG_LOSS
PCG,2009-03-03,2009-03-05,2,27,$-25.14,-0.69R,-2.45%,"STOP_BE,TP1",BIG_LOSS
PEP,2006-05-15,2006-05-18,3,144,$-149.81,-1.00R,-1.74%,STOP,BIG_LOSS
PEP,2006-07-13,2006-08-07,25,50,$28.98,+0.79R,+0.93%,"STOP_BE,TP1",SMALL_WIN
PEP,2006-08-29,2006-09-07,9,138,$-219.42,-1.47R,-2.42%,STOP,BIG_LOSS
PEP,2007-01-26,2007-02-08,13,139,$-158.46,-1.06R,-1.77%,STOP,BIG_LOSS
PEP,2008-08-05,2008-08-26,21,27,$19.57,+0.54R,+1.06%,"STOP_BE,TP1",SMALL_WIN
PEP,2009-02-13,2009-02-17,4,22,$-37.21,-1.00R,-3.22%,STOP,BIG_LOSS
PEP,2009-02-17,2009-02-19,2,21,$-2.90,-0.08R,-0.27%,"STOP_BE,TP1",SMALL_LOSS
PEP,2009-10-02,2009-10-06,4,36,$-1.44,-0.04R,-0.07%,"STOP_BE,TP1",SMALL_LOSS
PEP,2010-02-26,2010-04-07,40,117,$333.11,+2.99R,+4.56%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
PEP,2011-04-28,2011-05-05,7,61,$-74.83,-1.00R,-1.76%,STOP,BIG_LOSS
PEP,2011-09-15,2011-09-16,1,28,$-36.78,-1.00R,-2.08%,STOP,BIG_LOSS
PEY,2011-12-28,2011-12-29,1,128,$10.24,+0.27R,+0.87%,TP1,SMALL_WIN
PFE,2006-09-12,2006-10-06,24,272,$-149.50,-1.00R,-1.95%,STOP,BIG_LOSS
PFE,2010-01-20,2010-01-21,1,293,$-205.10,-1.82R,-3.51%,STOP,BIG_LOSS
PFE,2010-05-04,2010-05-06,2,112,$-33.60,-0.90R,-1.74%,"STOP_BE,TP1",BIG_LOSS
PFE,2011-01-06,2011-01-10,4,225,$17.92,+0.32R,+0.44%,"STOP_BE,TP1",SMALL_WIN
PFE,2011-01-10,2011-01-12,2,221,$-4.40,-0.08R,-0.11%,"STOP_BE,TP1",SMALL_LOSS
PG,2008-11-03,2008-11-06,3,10,$-8.20,-0.22R,-1.27%,"STOP_BE,TP1",SMALL_LOSS
PG,2009-10-29,2009-10-30,1,38,$-58.52,-1.59R,-2.59%,STOP,BIG_LOSS
PLD,2006-02-01,2006-02-08,7,118,$-233.64,-1.56R,-3.77%,STOP,BIG_LOSS
PLD,2006-02-22,2006-03-08,14,138,$-149.63,-1.00R,-2.03%,STOP,BIG_LOSS
PLD,2006-03-22,2006-04-03,12,99,$-198.99,-1.33R,-3.66%,STOP,BIG_LOSS
PLD,2006-07-12,2006-07-13,1,118,$-149.44,-1.00R,-2.43%,STOP,BIG_LOSS
PLD,2006-07-13,2006-07-21,8,40,$-37.23,-1.00R,-1.81%,STOP,BIG_LOSS
PLD,2006-08-15,2006-12-20,127,109,$346.66,+2.32R,+5.96%,"PHASE3_SMA50_BREAK,TP1,TP2",WIN
PLD,2007-04-11,2007-05-09,28,49,$54.43,+0.74R,+1.86%,"STOP_BE,TP1",SMALL_WIN
PLD,2007-10-16,2007-10-22,6,25,$-36.54,-1.00R,-2.31%,STOP,BIG_LOSS
PLD,2008-04-16,2008-05-08,22,19,$18.86,+0.53R,+1.73%,"STOP_BE,TP1",SMALL_WIN
PLD,2008-07-17,2008-07-21,4,13,$-5.05,-0.13R,-0.77%,"STOP_BE,TP1",SMALL_LOSS
PLD,2008-09-09,2008-09-11,2,19,$3.15,+0.09R,+0.35%,"STOP_BE,TP1",SMALL_WIN
PLD,2008-09-17,2008-09-18,1,15,$-36.17,-1.00R,-5.06%,STOP,BIG_LOSS
PLD,2009-10-22,2009-10-26,4,39,$-17.65,-0.47R,-1.91%,"STOP_BE,TP1",SMALL_LOSS
PLD,2010-09-01,2010-09-23,22,52,$51.94,+1.39R,+4.08%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
PLD,2010-09-30,2010-10-06,6,50,$3.25,+0.09R,+0.25%,"STOP_BE,TP1",SMALL_WIN
PLD,2010-10-06,2010-10-08,2,50,$5.50,+0.15R,+0.41%,"STOP_BE,TP1",SMALL_WIN
PLD,2010-10-08,2010-10-12,4,54,$7.56,+0.20R,+0.52%,"STOP_BE,TP1",SMALL_WIN
PLD,2010-10-12,2010-10-14,2,170,$38.25,+0.34R,+0.84%,"STOP_BE,TP1",SMALL_WIN
PLD,2010-10-20,2010-10-22,2,166,$-0.83,-0.01R,-0.02%,"STOP_BE,TP1",SMALL_LOSS
PLD,2011-01-04,2011-03-10,65,191,$470.31,+4.20R,+7.64%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
PLD,2011-05-03,2011-05-09,6,121,$-111.58,-1.00R,-2.56%,STOP,BIG_LOSS
PLD,2011-05-27,2011-06-01,5,48,$-40.80,-1.10R,-2.33%,STOP,BIG_LOSS
PLD,2011-06-01,2011-06-02,1,48,$-75.36,-2.03R,-4.41%,STOP,BIG_LOSS
PSA,2006-03-07,2006-04-03,27,22,$35.75,+0.96R,+2.11%,"STOP_BE,TP1",SMALL_WIN
PSA,2006-06-19,2006-06-21,2,22,$-14.41,-0.39R,-0.89%,"STOP_BE,TP1",SMALL_LOSS
PSA,2006-07-18,2006-07-21,3,30,$12.69,+0.34R,+0.55%,"STOP_BE,TP1",SMALL_WIN
PSA,2006-11-20,2007-02-27,99,27,$167.30,+2.28R,+6.60%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
PSA,2007-08-17,2007-08-21,4,9,$2.72,+0.08R,+0.40%,"STOP_BE,TP1",SMALL_WIN
PSA,2008-01-22,2008-01-31,9,11,$30.05,+0.81R,+3.67%,"STOP_BE,TP1",SMALL_WIN
PSA,2008-03-07,2008-03-28,21,13,$69.86,+1.90R,+6.81%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
PSA,2008-07-08,2008-07-09,1,12,$-73.20,-2.03R,-7.39%,STOP,BIG_LOSS
PSA,2008-08-08,2008-09-05,28,8,$18.38,+0.52R,+2.64%,"STOP_BE,TP1",SMALL_WIN
PSA,2008-09-09,2008-09-10,1,11,$-34.56,-1.00R,-3.55%,STOP,BIG_LOSS
PSA,2011-02-28,2011-03-01,1,67,$-162.81,-1.46R,-2.16%,STOP,BIG_LOSS
PSA,2011-07-27,2011-08-02,6,17,$-47.43,-1.31R,-2.34%,STOP,BIG_LOSS
PSA,2011-08-11,2011-09-06,26,7,$19.72,+0.57R,+2.40%,"STOP_BE,TP1",SMALL_WIN
PWR,2010-05-20,2010-05-24,4,37,$7.20,+0.19R,+0.94%,"STOP_BE,TP1",SMALL_WIN
QCOM,2006-03-07,2006-05-15,69,77,$106.20,+0.71R,+2.89%,"STOP_BE,TP1",SMALL_WIN
QCOM,2007-02-27,2007-03-01,2,28,$-1.40,-0.04R,-0.12%,"STOP_BE,TP1",SMALL_LOSS
QCOM,2008-01-14,2008-01-16,2,29,$-9.70,-0.26R,-0.84%,"STOP_BE,TP1",SMALL_LOSS
QCOM,2008-01-24,2008-01-28,4,20,$-4.00,-0.11R,-0.50%,"STOP_BE,TP1",SMALL_LOSS
QCOM,2008-04-18,2008-04-22,4,35,$-36.52,-1.00R,-2.46%,STOP,BIG_LOSS
QCOM,2009-01-28,2009-01-29,1,23,$-38.87,-1.04R,-4.61%,STOP,BIG_LOSS
QCOM,2009-06-11,2009-06-15,4,27,$-44.82,-1.23R,-3.62%,STOP,BIG_LOSS
QCOM,2009-06-17,2009-06-23,6,27,$-36.30,-1.00R,-2.99%,STOP,BIG_LOSS
QCOM,2009-07-23,2009-07-28,5,28,$-37.10,-1.00R,-2.81%,STOP,BIG_LOSS
QCOM,2009-11-05,2010-01-22,78,35,$68.89,+1.85R,+4.49%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
QCOM,2010-04-21,2010-04-22,1,170,$-561.00,-5.00R,-7.74%,STOP,BIG_LOSS
RGLD,2011-08-08,2011-08-09,1,17,$-37.32,-1.00R,-3.31%,STOP,BIG_LOSS
RGLD,2011-08-10,2011-08-24,14,13,$29.90,+0.82R,+3.34%,"STOP_BE,TP1",SMALL_WIN
SBUX,2006-05-04,2006-05-11,7,104,$-117.52,-1.57R,-5.82%,STOP,BIG_LOSS
SBUX,2006-06-29,2006-07-07,8,214,$-207.58,-1.38R,-5.11%,STOP,BIG_LOSS
SBUX,2008-03-18,2008-03-19,1,116,$-42.92,-1.15R,-4.06%,STOP,BIG_LOSS
SBUX,2009-01-28,2009-01-30,2,145,$-7.30,-0.19R,-1.04%,"STOP_BE,TP1",SMALL_LOSS
SBUX,2009-09-25,2009-09-30,5,116,$23.20,+0.62R,+2.02%,"STOP_BE,TP1",SMALL_WIN
SBUX,2009-12-10,2010-01-22,43,122,$69.33,+1.85R,+5.10%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
SBUX,2010-11-04,2010-11-17,13,172,$49.57,+0.88R,+1.94%,"STOP_BE,TP1",SMALL_WIN
SBUX,2011-03-07,2011-04-07,31,87,$101.62,+2.73R,+6.95%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
SBUX,2011-06-22,2011-07-27,35,98,$102.45,+2.75R,+5.61%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
SCHW,2006-03-16,2006-05-15,60,88,$-74.77,-1.00R,-4.83%,STOP,BIG_LOSS
SCHW,2006-07-28,2006-08-01,4,192,$1.92,+0.01R,+0.06%,"STOP_BE,TP1",SMALL_WIN
SCHW,2007-01-10,2007-01-18,8,261,$-203.58,-1.36R,-3.91%,STOP,BIG_LOSS
SCHW,2007-05-11,2007-06-12,32,253,$426.89,+2.85R,+8.69%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
SCHW,2007-07-02,2007-07-10,8,86,$-56.15,-1.00R,-2.97%,STOP,BIG_LOSS
SCHW,2007-11-02,2007-11-05,3,44,$-36.96,-1.00R,-3.68%,STOP,BIG_LOSS
SCHW,2007-11-12,2007-11-19,7,38,$27.46,+0.74R,+3.17%,"STOP_BE,TP1",SMALL_WIN
SCHW,2008-07-16,2008-08-13,28,32,$24.03,+0.65R,+3.42%,"STOP_BE,TP1",SMALL_WIN
SCHW,2009-07-13,2009-07-16,3,72,$2.88,+0.08R,+0.23%,"STOP_BE,TP1",SMALL_WIN
SCHW,2009-08-06,2009-08-13,7,67,$31.04,+0.84R,+2.51%,"STOP_BE,TP1",SMALL_WIN
SCHW,2010-01-07,2010-01-15,8,236,$-112.44,-1.00R,-2.47%,STOP,BIG_LOSS
SCHW,2010-02-19,2010-02-24,5,82,$-25.42,-0.68R,-1.66%,"STOP_BE,TP1",BIG_LOSS
SCHW,2010-03-12,2010-03-16,4,288,$-27.36,-0.24R,-0.52%,"STOP_BE,TP1",SMALL_LOSS
SCHW,2010-04-06,2010-04-16,10,304,$-112.26,-1.00R,-1.92%,STOP,BIG_LOSS
SCHW,2011-01-13,2011-01-20,7,286,$-112.15,-1.00R,-2.11%,STOP,BIG_LOSS
SCHW,2011-10-18,2011-10-20,2,63,$-13.52,-0.36R,-1.76%,"STOP_BE,TP1",SMALL_LOSS
SEED,2009-12-31,2010-01-21,21,4,$49.02,+1.41R,+10.41%,"STOP_BE,TP1",WIN
SLB,2007-04-18,2007-08-02,106,54,$482.20,+3.22R,+11.92%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
SLB,2009-09-01,2009-09-03,2,19,$-12.55,-0.34R,-1.20%,"STOP_BE,TP1",SMALL_LOSS
SLB,2010-04-30,2010-05-04,4,16,$-39.52,-1.12R,-3.46%,STOP,BIG_LOSS
SLB,2010-10-19,2011-01-04,77,21,$171.53,+4.77R,+12.94%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
SNPS,2008-12-05,2008-12-09,4,31,$2.40,+0.06R,+0.46%,"STOP_BE,TP1",SMALL_WIN
SO,2006-10-17,2007-01-12,87,273,$310.88,+2.08R,+3.24%,"PHASE3_SMA50_BREAK,TP1,TP2",WIN
SO,2007-04-17,2007-04-30,13,245,$133.33,+0.89R,+1.44%,"STOP_BE,TP1",SMALL_WIN
SO,2007-07-25,2007-07-26,1,56,$-37.36,-1.00R,-1.93%,STOP,BIG_LOSS
SO,2009-10-28,2009-10-29,1,73,$-59.86,-1.60R,-2.52%,STOP,BIG_LOSS
SO,2009-12-02,2009-12-04,2,92,$22.54,+0.60R,+0.75%,"STOP_BE,TP1",SMALL_WIN
SO,2009-12-04,2009-12-08,4,81,$7.20,+0.19R,+0.27%,"STOP_BE,TP1",SMALL_WIN
SO,2010-04-28,2010-04-29,1,90,$-55.80,-1.49R,-1.76%,STOP,BIG_LOSS
SO,2010-04-30,2010-05-05,5,83,$-44.82,-1.20R,-1.56%,STOP,BIG_LOSS
SO,2011-04-15,2011-05-26,41,278,$372.29,+3.32R,+3.49%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
T,2006-02-03,2006-03-06,31,229,$144.74,+0.97R,+3.38%,"STOP_BE,TP1",SMALL_WIN
T,2006-06-01,2006-07-13,42,188,$38.30,+0.26R,+1.08%,"STOP_BE,TP1",SMALL_WIN
T,2006-10-11,2006-11-10,30,150,$130.58,+0.88R,+3.50%,"STOP_BE,TP1",SMALL_WIN
T,2006-12-18,2007-01-04,17,171,$-165.87,-1.11R,-3.55%,STOP,BIG_LOSS
T,2007-04-02,2007-06-07,66,129,$103.89,+0.69R,+2.57%,"STOP_BE,TP1",SMALL_WIN
T,2007-06-29,2007-07-06,7,41,$-37.43,-1.00R,-2.73%,STOP,BIG_LOSS
T,2009-07-23,2009-07-27,4,69,$-1.02,-0.03R,-0.09%,"STOP_BE,TP1",SMALL_LOSS
T,2009-09-10,2009-09-14,4,79,$2.70,+0.07R,+0.19%,"STOP_BE,TP1",SMALL_WIN
T,2009-11-23,2009-11-27,4,94,$15.04,+0.40R,+0.86%,"STOP_BE,TP1",SMALL_WIN
T,2010-01-05,2010-01-06,1,309,$-256.47,-2.28R,-4.08%,STOP,BIG_LOSS
T,2010-07-22,2010-08-20,29,94,$57.73,+1.55R,+3.53%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
T,2010-10-06,2010-10-07,1,79,$-37.19,-1.00R,-2.30%,STOP,BIG_LOSS
T,2010-12-15,2010-12-17,2,305,$15.20,+0.14R,+0.24%,"STOP_BE,TP1",SMALL_WIN
T,2010-12-17,2010-12-21,4,310,$-34.10,-0.30R,-0.52%,"STOP_BE,TP1",SMALL_LOSS
T,2011-03-21,2011-03-23,2,71,$-9.92,-0.27R,-0.69%,"STOP_BE,TP1",SMALL_LOSS
T,2011-03-28,2011-05-16,49,219,$285.66,+2.54R,+6.14%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
T,2011-06-21,2011-06-23,2,267,$-112.33,-1.00R,-1.83%,STOP,BIG_LOSS
T,2011-06-30,2011-07-11,11,270,$-164.70,-1.46R,-2.62%,STOP,BIG_LOSS
T,2011-09-26,2011-10-03,7,69,$4.92,+0.13R,+0.35%,"STOP_BE,TP1",SMALL_WIN
T,2011-12-07,2011-12-08,1,86,$-46.44,-1.24R,-2.54%,STOP,BIG_LOSS
